project_name,price,area,bedrooms,bathrooms,locality,city,lat,long,furnished,type,rera,amenities,landmarks,transaction,possesion_by,parking,developers
Unkown,22600000,864,3,3,Mulund West,Mumbai,19.1749536837097,72.943103519999,Unfurnished,Apartment,0,0,10,Resale,Ready to Move,1 Covered,Unknown
Unkown,50000000,920,2,3,Worli,Mumbai,19.0036486667054,72.8175254882335,Unfurnished,Apartment,0,33,10,Resale,Ready to Move,1 Covered,Unknown
Godrej Nurture,14742000,546,2,2,Bhandup West,Mumbai,19.149901,72.931134,Unfurnished,Apartment,1,13,8,New Property,Under Construction,"1 Covered, 1 Open",Godrej Properties
Unkown,14000000,575,2,2,Dahanukar Wadi,Mumbai,19.2065558879643,72.8389544986292,Unfurnished,Apartment,0,0,5,Resale,Ready to Move,,Unknown
Godrej Platinum,50000000,1250,3,3,Vikhroli East,Mumbai,19.08940973659,72.9389256015301,Semi-Furnished,Apartment,0,27,7,Resale,Ready to Move,1 Covered,Godrej Properties
Rockline The Meridian Towers,15200000,709,2,2,Ghatkopar West,Mumbai,19.0908063,72.9076669,Semi-Furnished,Apartment,0,0,10,New Property,Ready to Move,,Rockline Group
Unkown,5800000,180,,,Ghatkopar West,Mumbai,19.0908063,72.9076669,Unfurnished,Commercial Office Space,0,0,10,Resale,Ready to Move,1 Open,Unknown
Runwal Bliss,17500000,625,2,2,Kanjurmarg East,Mumbai,19.1303464798827,72.934955451681,Unfurnished,Apartment,0,43,5,New Property,Under Construction,1 Covered,Runwal Enterprises
Lodha Corinthia,67000000,,5,4,Bhandup West,Mumbai,19.149901,72.931134,Unfurnished,Apartment,1,9,8,New Property,Under Construction,3 Covered,Lodha Developers Limited
Unkown,4500000,684,2,2,,Mumbai,,,Semi-Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,3000000,307,1,2,Nalasopara West,Mumbai,19.4129235749963,72.7885889890948,Unfurnished,Apartment,0,0,4,Resale,Ready to Move,,Unknown
Unkown,11300000,432,1,2,Malad West,Mumbai,19.1940346300819,72.8257561606587,Semi-Furnished,Apartment,0,0,10,Resale,Under Construction,,Unknown
Unkown,5100000,421,1,1,,Mumbai,,,Semi-Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,8400000,388,1,2,Saki Naka,Mumbai,19.0995475710707,72.8853715226256,Unfurnished,Apartment,0,0,4,Resale,Ready to Move,,Unknown
Unkown,9000000,324,1,1,,Mumbai,,,Semi-Furnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,3000000,360,1,1,,Mumbai,,,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,1400000,108,1,1,,Mumbai,,,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,7500000,310,1,1,,Mumbai,,,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,9100000,264,1,1,,Mumbai,,,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,17800000,756,2,2,IC Colony,Mumbai,19.249869503245,72.8491717870626,Furnished,Apartment,0,0,3,Resale,Ready to Move,,Unknown
Unkown,2150000,379,2,2,,Mumbai,,,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,18000000,886,2,2,Yashwant Nagar Santacruz East,Mumbai,19.07635,72.85719,Unfurnished,Apartment,0,0,0,Resale,Under Construction,,Unknown
Unkown,7500000,295,1,1,,Mumbai,,,Unfurnished,Apartment,0,0,0,Resale,Ready to Move,,Unknown
Unkown,18000000,562,2,2,Vakola,Mumbai,19.0794899226775,72.8542218874446,Semi-Furnished,Apartment,0,0,4,Resale,Ready to Move,,Unknown
Unkown,11000000,702,2,2,Mira Road,Mumbai,19.2824790028886,72.8826767010947,Semi-Furnished,Apartment,0,0,3,Resale,Under Construction,,Unknown
